Ef,,0.4841,0.6765,0.816,0.8048,0.792,0.7112,0.6063,0.532,0.54777,0.56296,0.78615,0.5591,0.8243,0.56295,0.47067,0.63149,0.77400497,0.51607,0.6248,0.65704,0.70236,0.680169,0.75433,0.717318,0.66487,0.72509,0.75877,0.71313,0.77083,0.731578,0.715193,0.4146,0.596113,0.6023
Ef : Fermi Energy - max energy occupied by electrons : Potentially could align spectra so Ef all in same row as alternate approach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Label is chemistry and structure : eg. Sc W(A2) is Sc in the W(A2) structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sc W(A2),Ti  W(A2),V W(A2),Cr W(A2),Fe W(A2),Co W(A2),Ni W(A2),Cu W(A2),Zn Mg(A3),CuZn CsCl (B2),Zr W (A2),Zr Mg (A3),Nb W(A2),Ag W(A2),"TiAl, NaCl (B1)  ","TiAl, CsCl (B2)",CoTi CsCl(B2),Al Cu(A1),"Ni3Al, Cu3Au (L12)","NiAl, CsCl(B2)","CoAl, CsCl (B2)",Co3Al Cu3Au(L12),"Fe3Ni, Cu3Au(L12)","FeNi, AuCu(L10)","FeNi3, AuCu3(L12)",Pd Cu(A1),"FePd, AuCu(L10)","FePd3, AuCu3(L12)","Fe3Pd, AuCu3(L12)","VNi3, SnNi3(DO19)","NiTi, CsCl(B2)",Be Mg(A3),Be3Co D03(cF16),TiAl AuCu(L10)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.254,,,,,,,,,,,,,,,,,,,0.55144,,,,,,,,,,,,,,1.3957,,
-0.248,,,,,,,,,,,,,,,,,,,0.61721,,,,,,,,,,,,,,1.4458,,
-0.242,,,,,,,,,,,,,,,,,,,0.64135,,,,,,,,,,,,,,1.49415,,
-0.236,,,,,,,,,,0.001,,,,,,,,,0.67844,,,,,,,,,,,,,,1.5423,,
-0.23,,,,,,,,,,0.1877,,,,,,,,,0.71749,,,,,,,,,,,,,,1.6019,,
-0.224,,,,,,,,,,0.4915,,,,,,,,,0.75874,,,,,,,,,,,,,,1.65755,,
-0.218,,,,,,,,,,0.54717,,,,,,,,,0.80435,,,,,,,,,,,,,,1.6851,,
-0.212,,,,,,,,,,0.73732,,,,,,,,,0.83337,,,,,,,,,,,,,,1.71708,,
-0.206,,,,,,,,,,0.87842,,,,,,,,,0.857908,,,,,,,,,,,,,,1.7615,,
-0.2,,,,,,,,,,0.87959,,,,,,,,,0.88633,,,,,,,,,,,,,,1.799522,,
-0.194,,,,,,,,,,0.9895,,,,,,,,,0.91868,,,,,,,,,,,,,,1.844697,,
-0.188,,,,,,,,,,1.0966,,,,,,,,,0.95069,,,,,,,,,,,,,,1.8955,,
-0.182,,,,,,,,,,1.2259,,,,,,,,,0.9829,,,,,,,,,,,,,,1.93508,,
-0.176,,,,,,,,,,1.2955,0.0847,,,,,,,,1.0177,,,,,,,,,,,,,,1.98348,,
-0.17,,,,,,,,,,1.3666,0.3603,,,,,,,,1.03699,,,,,,,,,,,,,,2.0101,,
-0.164,,,,,,,,,,1.4503,0.53163,,,,,,,,1.062,,,,,,,,,,,,,,2.039,,
-0.158,,,,,,,,,,1.55499,0.55094,,,,,,,,1.086,,,,,,,,,,,,,,2.069,0.7692955,
-0.152,,,,,,,,,,1.6839,0.6548,,,,,,,,1.1102,,,,,,,,,,,,,,2.1022,1.0279374,
-0.146,,,,,,,,,0.0411,1.8472,0.78371,,,,,,,,1.1349,,0.13856,,,,,,,,,,,,2.139,1.251003,
-0.14,,,,,,,,,0.1665,1.9499,0.89052,,,,,,,,1.1618,,0.3919,,,,,,,,,,,,2.1769,1.32042,
-0.134,,,,,,,,,0.21,2.1092,0.930133,,,,,,,,1.1891,,0.5245,,,,,,,,,,,,2.2178,1.4398,
-0.128,,,,,,,,,0.249,2.2830382,0.99359,,,,,,,,1.2181,,0.5408,,,,,,,,,,,,2.2586,1.58104,
-0.122,,,,,,,,,0.311,2.49579,1.0589,,,,,,,,1.2396,,0.6433,,,,,,,,,,,,2.29842,1.7444,
-0.116,,,,,,,,,0.355,2.761958,1.1343,,,,,,,,1.2589,,0.76119,,,,,,,,,,,,2.33514,1.81829,
-0.11,,,,,,,,,0.367,3.147407,1.2117,,,,,,,,1.27868,,0.85165,0.00158,,,,,,,,,,,2.36122,1.903,
-0.104,,,,,,,,,0.397,3.65256726,1.3065,,,,,,,,1.3007,,0.8768,0.11986,,,,,,,,,,,2.3896,1.99651,
-0.098,,,,,,,,,0.428,4.4597,1.4067,,,,,,,,1.3203,0.06425,0.92275,0.36293,,,,,,,,,,,2.4199,2.108,
-0.092,,,,,,,,,0.461,5.8262858,1.4869,,,,,0.27728116,,,1.3422,0.57546,0.97314,0.509202,,,,,,,,,,,2.44806,2.20784,
-0.086,,,,,,,,,0.5006,11.0314,1.5711,,,,,0.51625302,,,1.3648,0.7767,1.0317,0.51317,,,,,,,,,,,2.47601,2.32521,
-0.08,,,,,,,,,0.529,42.35056,1.6685,,,,,0.70827125,,,1.388622,0.96239,1.09056,0.60102,,,,,,,,,,,2.51645,2.40979,
-0.074,,,,,,,,,0.542,63.238,1.77,,,,,0.84477723,,,1.41368,1.2195,1.1555,0.71034,,,,,,,,,,,2.54627,2.47149,
-0.068,,,,,,,,,0.566,79.8244,1.91,,,,,1.01534964,,,1.438932,1.32048,1.2263,0.80775,,,,,,,,,,,2.5846,2.54996,
-0.062,,,,,,,,,0.589,71.05955,2.0856,,,,,1.08890123,,,1.4534,1.418145,1.2766,0.8507,,,,,,,,,,,2.6229,2.63317,
-0.056,,,,,,,,,0.616,58.4399,2.265,,,,,1.21656356,,,1.4707,1.54957,1.29677,0.87138,,,,,,,,,,,2.6608,2.7243884,
-0.05,,,,,,,,,0.644,84.74524,2.476,,,,,1.32374867,,,1.48873,1.686507,1.33617,0.92426,,,,,,,,,,,2.70706,2.81106,0.08168
-0.044,,,,,,,,,0.673,95.410108,2.813,,,,,1.40212284,,,1.50749,1.8468,1.3784,0.97965,0.07422,,,,,,,,,,2.7229406,2.9004,0.4498
-0.038,,,,,,,,,0.705,69.81455,3.219,,,,,1.4935578,0.0368234,,1.5267,1.934499,1.419,1.0353,0.56503,,,,,,,,,,2.75342,2.99866,0.59706
-0.032,,,,,,,,0.0426,0.729,114.15381,3.9129,,,,,1.59139044,0.36231469,,1.54622,2.012689,1.4639,1.0927,0.75619,,,,,,,,,,2.78322,3.06398,0.7017
-0.026,,,,,,,,0.153,0.747,91.8565,4.876,,,,,1.69510675,0.58592815,,1.56578,2.1096,1.5187,1.1625,0.92852,,,,,,,,,,2.824107,3.1385,0.8849
-0.02,,,,,,,,0.195,0.771,110.87461,11.8008,,,,,1.76675766,0.62222482,,1.5862,2.2125,1.561138,1.2193,1.17625,,,,,,,,,,2.8475,3.22206,1.02258
-0.014,,,,,,,,0.224,0.797,120.31358,30.352,,,,,1.85652301,0.75933749,,1.60882,2.3225,1.61262,1.2487,1.2908,,,,,,,,,,2.88054,3.29887,1.0662
-0.008,,,,,,,,0.278,0.826,89.803877,40.878,,,,,1.9364207,0.92224221,,1.62827,2.4369,1.66694,1.2782,1.3722,,,,,,,,,,2.9129,3.37556,1.1653
-0.002,,,,,,,,0.324,0.854,90.6417,62.4263,,,,,2.0295547,1.0271014,,1.64975,2.5605,1.71686,1.319,1.4982,,,,,,,,,,2.9489,3.45906,1.2667
0.004,,,,,,,,0.338,0.882,100.1276,87.1466,,,,,2.13049127,1.05822579,,1.6647,2.6416,1.74452,1.3593,1.628,,,,,,,,,,2.99075,3.55155,1.3713
0.01,,,,,,,,0.361,0.91,117.7809,67.342,,,,,2.20097848,1.14014976,,1.6811,2.7238,1.7754,1.3977,1.7837,,,0.21499,,,,,,,3.0329,3.6484,1.4969
0.016,,,,,,,,0.388,0.941,181.299139,76.7643,,,,0.0085,2.28970698,1.22517341,,1.697,2.82077,1.81337,1.4434,1.8934,,,0.63236,,,,,,,3.07751,3.7591,1.5907
0.022,,,,,,,,0.417,0.98,6.647585,94.8769,,,,0.1752,2.37059931,1.31158162,,1.7152,2.924,1.8537,1.4914,1.9544,,,0.72946,,,,,,,3.123,3.87702,1.6678
0.028,,,,,,,,0.448,1.007,4.57478,122.539,,,,0.25796,2.46290027,1.41394945,,1.7316,3.0329,1.8948,1.5393,2.0498,,,0.91808,,,,,,,3.16678,4.01059,1.76001
0.034,,,,,,,,0.482,1.04,3.98171386,124.43,,,,0.32284,2.56325991,1.51229214,,1.7488,3.13958,1.9395,1.5899,2.1557,,,1.13333,,,,,,,3.20385,4.18216,1.85602
0.04,,,,,,,,0.5,1.078,3.64081,95.409,,,,0.4181,2.65320746,1.5624738,,1.766,3.2478,1.9844,1.6428,2.2622,,,1.2171,,,,,,,3.251096,4.4,1.96758
0.046,,,,,,,,0.517,1.114,3.517491,26.9632,,,,0.4585,2.74490789,1.62098193,,1.785,3.3671,2.0295,1.6892,2.3659,,,1.299,,,,,,,3.31165,4.594836,2.16105
0.052,,,,,,,,0.539,1.148,3.42668,22.3107,,,,0.5117,2.82862252,1.68832876,,1.8048,3.5692,2.0746,1.7133,2.4864,,0.00000259,1.41289,,,,,,,3.37658,4.73478,2.35819
0.058,,,,,,,0.012,0.56,1.186,3.2548,16.434,,,,0.57,2.94276358,1.7536965,,1.8231,3.75887,2.1204,1.7458,2.5896,,0.02278,1.52939,,,,,,,3.45437,4.74812,2.5656
0.064,,,,,,,0.114,0.585,1.235,3.124,3.6257,,,,0.6408,3.04734431,1.83688041,,1.8414,3.978,2.16668,1.78415,2.6614,,0.09017,1.67133,,,,,,,3.5539,4.691108,2.61918
0.07,,,,,,,0.183,0.611,1.289,3.0379,3.497,,,,0.7222,3.1616844,1.91634752,,1.86018,4.2088,2.2195,1.824616,2.7568,,0.20218,1.78446,,,,,,,3.667459,4.4599,2.6377
0.076,,,,,,,0.194,0.638,1.342,2.99683,3.403,,,,0.7741,3.29125022,2.00061545,,1.8779,4.4302,2.2792,1.8659,2.859,,0.3478,1.8358,,,,,,,3.7927,4.41143,2.6299
0.082,,,,,,,0.236,0.666,1.399,2.96959,3.282,,,,0.8387,3.40670401,2.09161063,,1.89216,4.65898,2.3223,1.91143,2.969,,0.47581,1.9229,,,,,,,3.8828,4.35667,2.625
0.088,,,,,,,0.286,0.692,1.461,2.9516,3.22108,,,,0.9373,3.53703158,2.17814676,,1.9085,4.7586,2.377,1.95541,3.0784,,0.569211,2.0091,,,,,,,3.88144,4.34613,2.65103
0.094,,,,,,,0.138,0.706,1.522,2.9532,3.2343,,,,1.0437,3.67670291,2.22458785,,1.9256,4.64758,2.4364,2.0001,3.1874,0.14999,0.62426,2.1096,,,,,,,3.89799,4.37934,2.67354
0.1,,,,,,,0.328,0.728,1.604,2.94309,3.2512,,,,1.1621,3.8475368,2.29775483,,1.9417,4.58,2.49946,2.0449,3.2991,0.5572,0.64685,2.2099,,,,,,,3.92244,4.301367,2.68354
0.106,,0.161,,,,,0.353,0.753,1.7047,2.952,3.2799,,,,1.3146,4.03427942,2.3805717,,1.9606,4.4788,2.55866,2.0903,3.4718,0.68657,0.66957,2.3173,,,,,0.01105,,3.9269311,4.615246,2.6884
0.112,,0.301,,,,,0.379,0.779,1.806,2.95997,3.325,,,,1.6326,4.23256341,2.46807301,,1.9784,4.399,2.6237,2.1363,3.6808,0.83187,0.710057,2.43108,,,,,0.214357,,3.95898875,5.0901,2.71227
0.118,,0.381,,,,,0.406,0.805,1.9182,2.95253,3.3819,,,,6.3647,4.44784486,2.5581027,,2,4.3065,2.6906,2.1892,3.9011,1.04017,0.76831,2.50196,,,,,0.655224,,4.1129,5.42055,2.7387
0.124,,0.498,,,,,0.436,0.832,2.038,2.93912,3.4442,,,,10.667,4.71311405,2.64674675,,2.0249,4.2024,2.7606,2.24999,4.1488,1.1873,0.83654,2.5803,,,,,1.68526,,4.038649,5.66087,2.76211
0.13,,0.538,,,,,0.467,0.858,2.177,2.93617032,3.5177,,,,14.1465,5.08537446,2.73594696,,2.0523,4.13282,2.8398,2.296,4.3817,1.22405,0.90709,2.6724,,,,,2.01554,,3.96475,5.81229,2.7737
0.136,,0.6,,,,0.013,0.484,0.885,2.389,2.93895,3.568,,,,15.819,5.5576095,2.8267936,,2.08301,4.06851,2.9296,2.352,4.61983,1.3252,0.972,2.7704,,,,,1.958,,3.95145,5.8501,2.78
0.142,,0.67,,,,0.109,0.501,0.917,2.6262,2.9460699,3.597,,,,19.004,6.13156968,2.93581601,,2.1187,4.01735,3.0243,2.4138,4.8163,1.4347,1.026,2.8737,,,,,2.28016,,3.92454,5.64215,2.7824
0.148,,0.751,,,,0.175,0.522,0.951,2.918,2.95331,3.674,,,,24.949,7.20926674,3.08656756,,2.155077,4.19607,3.12558,2.4795,4.7112,1.55316,1.0707,2.9746,,,,0.075587,2.62234,,3.88768,5.2334,2.8003
0.154,,0.788,,,,0.187,0.542,0.98,3.4388,2.97169,3.91,,,,27.9393,8.98725439,3.27103455,,2.19287,4.37327,3.2332,2.5408,4.66797,1.68498,1.1084,3.07665,,,,0.483544,2.96811,,3.86159,5.188256,2.823
0.16,,0.839,,,,0.225,0.567,1.013,4.081,2.9866,3.927,,,,22.0697,9.31810978,3.46854551,,2.2262,4.57437,3.24499,2.608,4.5809,1.7571,1.1493,3.1809,,,,0.76834,3.44778,,3.8377,4.76741,2.8488
0.166,,0.896,,,,0.272,0.593,1.048,5.965,3.01,4.0699,,,,29.832,9.17724763,3.68200485,,2.2491,4.84855,3.2188,2.678,4.5065,1.8298,1.198,3.3143,,0.000834,,0.865782,3.72029,,3.79122,4.511665,2.8735
0.172,,0.957,,,,0.307,0.618,1.082,6.499,3.031,4.2216,,,,25.5232,9.67443201,3.90535237,,2.262,5.109311,3.25014,2.7516,4.4308,1.9164,1.254,3.4362,,0.02217,0.07553,0.970307,3.7608,,3.77747,4.62655,2.90208
0.178,,1.022,,,,0.317,0.646,1.115,6.601,3.05067,4.4243,,,,25.7593,9.24414826,4.13358915,,2.26488,5.40179,3.30955,2.8347,4.3398,2.0119,1.3075,3.5751,,0.0723,0.56331,1.16357,3.8897,,3.7733,4.90954,2.9334
0.184,,1.074,,,,0.34,0.673,1.153,6.617,3.0734,4.8275,,,,28.2209,7.19168298,4.39407126,,2.248,5.7364,3.3504,2.9296,4.2587,2.1138,1.3614,3.7213,,0.14539,0.900672,1.36459,4.19185,0.52579,3.79542,5.24451,2.9654
0.19,,1.119,,,,0.366,0.689,1.2,6.87,3.0979,5.75152,,,,23.646,1.32352684,4.70644165,,2.2125,6.0442,3.4118,3.0303,4.2259,2.207,1.41704,3.8665,,0.22987,0.97924,1.496,4.5485,0.62297,3.83257,5.6952,3.0007
0.196,,1.176,,,,0.391,0.71,1.252,7.91,3.121,6.5797,,0.438,,18.9688,0,4.90233824,,2.1721,6.36657,3.5136,3.138,4.18122,2.3172,1.474,4.00988,,0.3254,1.1623,1.5477,4.93286,0.7399858,3.8609,6.53506,3.0401
0.202,,1.236,,,,0.42,0.736,1.302,9.797,3.139,6.89508,,0.657,,14.50917,0,4.8622819,,2.14631,6.71825,3.62621,3.2535,4.1623,2.43117,1.5321,4.1626,,0.4321,1.41235,1.6586,5.30787,0.84086,4.1788,7.60491,3.08909
0.208,,1.294,,,,0.452,0.763,1.355,11.269,3.164,6.8114,,0.985,,12.2258,0,4.82233601,,2.14064,6.97468,3.7297,3.3059,4.3891,2.49286,1.5926,4.33591,,0.54989,1.62976,1.77716,5.73538,0.88369,4.2965,7.59928,3.1536
0.214,,1.352,,,,0.474,0.79,1.413,15.418,3.1933,8.05611,,1.043,,13.28,0.12740502,4.73865623,,2.1359,7.50965,3.8136,3.2694,4.5928,2.5814,1.6564,4.52191,0.02694,0.68311,1.71793,1.89839,6.3612,0.929107,4.5053,7.27789,3.2388
0.22,,1.429,,,,0.488,0.818,1.47,16.275,3.225,8.3689,,1.2443,,14.197,0.55290463,4.61705295,,2.1552,5.49742,3.8842,3.2794,4.8746,2.6807,1.7229,4.5364,0.15948,0.81418,1.8494,2.02358,7.857,0.99179,5.02988,6.91868,3.4106
0.226,,1.48,,,0.002,0.509,0.845,1.549,11.3889,3.269,7.3736,,1.454,,20.7067,0.81513285,4.72821706,,2.18288,4.1096,3.9417,3.3306,5.2175,2.7873,1.789266,4.50316,0.2029,0.9263,2.00025,2.17694,7.9451,1.05821,4.76844,6.8951,3.67003
0.232,,1.548,,,0.072,0.53,0.872,1.641,9.26415743,3.3266,5.906,,1.519,,20.316,1.24390019,4.69397705,,2.2354,4.50697,3.996,3.37468,5.5683,2.896,1.86199,4.70213,0.26242,1.0098,2.1579,2.32428,7.0412,1.1256,4.4608,7.18008,3.9063
0.238,,1.61,,,0.16,0.554,0.905,1.734,6.6448,3.3947,5.1533,,1.6658,,17.3868,1.43492718,4.62174965,,2.275993,4.92789,4.1926,3.435,6.0108,3.001,1.944,4.89107,0.329919,1.092,2.32696,2.4387,6.8766,1.2013,4.29866,7.53208,4.1534
0.244,,1.671,,,0.185,0.581,0.943,1.835,5.4717,3.4693,4.64507,,1.826,,13.686,1.71262522,4.50725871,0.13289992,2.31042,5.37839,4.3838,3.5379,6.4701,3.1094,2.0332,5.1154,0.35319,1.1712,2.53561,2.55346,6.6464,1.28896,4.1484,7.9424,4.3207
0.25,,1.749,0.013,,0.217,0.606,0.975,1.941,16.169,3.5535,4.3089,,1.9458,,12.852,2.03577274,4.56997323,0.15837586,2.3317,5.874188,4.5163,3.65209,7.1739,3.2209,2.1222,5.40501,0.3921,1.24737,2.73595,2.68583,6.43779,1.36232,4.05615,8.5502,4.0797
0.256,,1.833,0.164,,0.266,0.633,1.011,2.068,30.1299,3.6392,4.2733,,2.0793,,12.1798,2.28615207,4.55617329,0.18628642,2.3712,6.963408,4.646,3.75287,8.0801,3.39459,2.2105,5.6681,0.433357,1.32049,2.88446,2.8206,6.42125,1.402828,4.12221,9.1973,3.9095
0.262,,1.917,0.237,,0.309,0.662,1.05,2.254,31.7104,3.5814,7.76,,2.236,,12.538,2.57475674,4.61304113,0.20776812,2.4324,8.37176,4.8501,3.8341,9.4932,3.533836,2.2914,5.96675,0.48149,1.39089,3.07106,2.973,5.9501,1.4617,4.2346,9.8906,3.6698
0.268,,1.997,0.285,,0.323,0.683,1.088,2.46,25.6789,3.59367,11.2111,,2.3687,,15.0617,2.89770034,4.07689504,0.21623817,2.48299,9.1386,4.8542,3.89449,3.4834,3.70556,2.35244,6.30526,0.53137,1.46941,3.26745,3.1503,5.9436,1.52257,3.9633,9.8005,3.36207
0.274,,2.086,0.366,,0.346,0.704,1.12,2.699,23.4511,3.6,15.5813,,2.5395,,18.4639,3.28900182,3.4283259,0.22976642,2.54464,9.667,4.4856,3.9388,3.62544,3.88144202,2.3929,6.68434,0.560655,1.57492,3.48992,3.3187,5.9923,1.584667,3.76246,9.9379,3.1995
0.28,,2.191,0.415,,0.373,0.731,1.167,3.12,22.3186,3.6075,20.6986,,2.657,,28.5067,3.67382836,3.18516983,0.24435589,2.59144,9.9716,4.348,3.99595,3.94667,4.05804,2.446,7.1284,0.60062,1.702687,3.75269,3.50991,6.0943,1.66538,3.49655,10.32687,3.1205
0.286,,2.295,0.441,,0.401,0.76,1.222,3.64,23.0675,3.6211,23.9352,,2.822,,32.951,4.07668572,2.97531761,0.26057005,2.61712,11.2068,4.2353,4.2599,4.3432,4.239,2.516,7.61733,0.6446,1.85085,4.03242,3.78579,6.3303,1.74775,3.3593,10.6126,3.1281
0.292,,2.407,0.483,,0.431,0.791,1.281,5.078,26.307,3.63083,28.06,,2.977,,39.344,4.55838464,2.88596551,0.2770625,2.60611,12.818,4.2102,4.3949,4.7709,4.4335,2.627,8.2469,0.69335,2.01993,4.422,4.13312,6.65326,1.82933,3.23616,10.8854,3.14205
0.298,,2.518,0.527,,0.466,0.82,1.339,5.665,36.5202,3.67509,27.524,,3.152,,36.827,5.27076651,2.87153752,0.29556363,2.64486,13.0029,4.229,4.5117,5.2411,4.6507,2.7939,8.9641,0.74725,2.209944,6.00221,4.45546,7.3257,1.91634,3.13514,11.54555,3.18417
0.304,,2.655,0.583,,0.493,0.85,1.4,5.7125,24.3933,3.7847,74.663,,3.354,,42.1222,6.31090048,2.86012047,0.31728686,2.6917,12.5035,4.2406,4.6291,5.7496,4.6979,2.9889,9.8503,0.80908,2.42087,8.17618,4.8409,11.2156,2.008133,3.02716,12.24529,3.22285
0.31,,2.834,0.624,,0.511,0.879,1.47,5.817,11.1691,3.776,62.376,,3.5417,,42.3306,7.36647122,2.87140323,0.33576674,2.69842,10.89506,4.3836,4.8154,6.3577,4.6836,3.20097,10.8416,0.86140033,2.70226,10.07304,5.31574,12.6916,2.05658,2.9473,12.48349,3.26437
0.316,,3.005,0.65,,0.534,0.9147,1.543,5.756,9.1249,3.66,29.1726,,3.736,,22.874,7.92325726,2.8861629,0.3474992,2.677905,12.9504,4.547,4.3915,8.1038,4.69319,3.408,12.5105,0.93055,3.13667,12.5576,5.837175,11.579866,2.121149,2.92069,12.84535,3.3256
0.322,,3.186,0.686,,0.558,0.958,1.656,6,8.014,3.599,17.8968,,3.959,,17.793,9.80542088,2.90226038,0.36264772,2.65522,17.6877,4.7237,4.1518,9.1812,4.9622,3.6119,16.8617,1.01732,3.687,15.483,6.20527,12.1994,2.21908,2.9873,13.3944,3.47037
0.328,,3.436,0.726,,0.586,0.997,1.765,7.593,7.922,3.5093,42.7713,,4.226,,16.257,20.37330721,2.94030208,0.37873412,2.64407,22.0273,4.9046,4.0308,10.1216,5.23711,3.8435,18.0842,1.10721,4.4573,18.56494,6.3443024,12.7777,2.33569,4.255,14.0466,3.59442
0.334,,3.723,0.77,,0.618,1.038,1.884,8.483,8.927,3.4649,77.2256,,4.4834,,15.6064,11.61231333,2.98954214,1.53024153,2.62587,14.8373,5.0961,3.9661,10.7858,5.5504,4.1454,27.28843,1.2119,5.84598,18.34352,6.72092,13.16378,2.45989,2.59919,14.99607,3.7067
0.34,,4.04,0.814,,0.649,1.083,2.014,9.275,9.61337,3.4702,48.159,,4.831,,14.7459,7.35368355,3.09172804,1.60586156,2.604579,13.153,5.3103,3.9618,11.7315,5.9593,4.5251,28.1237,1.33648,8.5536,27.5596,9.58476,14.27567,2.58319,1.95531,16.00947,3.82884
0.346,,4.553,0.863,,0.681,1.129,2.186,11.729,12.3855,3.499,44.167,,5.1631,,15.0421,6.53918173,3.17971983,1.68908006,2.5502,13.08,6.0041,3.96665,13.608,6.379,5.2511,28.51489,2.31777,11.8516,30.0743,14.3295,15.54577,2.709337,1.82393,16.9282,3.98677
0.352,,5.629,0.897,,0.715,1.173,2.433,13.092,18.642,3.5425,48.193,,5.537,,16.4735,8.11926021,3.26417258,1.76738469,2.49719,13.7069,6.61677,3.9612,14.2595,6.8534,6.1394,27.8154,4.71276,14.00064,40.6398,28.95587,18.106,2.83527,1.69888,19.1999,4.24292
0.358,,5.998,0.934,,0.738,1.228,2.703,11.056,26.487,3.6059,117.152,,6.059,,9.0449,10.55360081,3.3603,1.85074418,2.4329,26.395,7.2189,3.9911,11.86004,7.4108,7.0531,27.2331,7.00865,16.374,51.787,27.1967,19.9552,2.98252,1.54054,23.19307,4.442638
0.364,,6.03,0.979,0.0237,0.769,1.298,3.182,9.01,34.066,3.6848,30.985,,6.6199,,4.13339,11.32049621,3.46208988,1.93903756,2.40665,16.86,10.0005,4.1589,14.4474,8.1768,7.6567,25.913,8.33085,20.4604,53.9264,27.002548,15.29624,3.20309,1.4257,48.45135,4.69448
0.37,,6.083,1.028,0.156,0.806,1.372,4.075,7.796,43.317,3.7908,19.89,,7.354,,1.597,11.92668908,3.59231608,2.02584533,2.35587,13.072,14.317,4.3191,17.4024,8.9857,9.7363,24.4991,9.79892,21.8439,54.25497,30.1527,11.06701,3.61584,1.31176,35.6853,4.57169
0.376,,6.002,1.074,0.217,0.845,1.446,5.42,6.298,38.144,3.928512,19.0768,,8.4319,,1.5369,12.37110356,3.81979922,2.09571218,2.2636486,15.4445,16.0455,4.4625,16.00996,10.657,11.99207,28.899,11.42853,18.0348,52.95169,35.03346,13.3989,3.95785,1.2049,19.5594,4.66988
0.382,,6.057,1.12,0.253,0.883,1.522,5.433,5.015,42.867,4.005251,6.7713,,10.2502,,1.5112,13.05788619,4.07062779,2.19790994,2.20758261,21.864,13.5766,4.6278,13.75795,16.25391,14.1482,39.5869,13.30493,17.68407,56.31046,42.709,14.7958,4.35056,1.1037,17.0923,4.8764
0.388,,6.162,1.172,0.321,0.922,1.62,5.66,4.331,41.8606,4.19204,4.402,,13.533,0.000134,1.5,13.44942726,4.32964082,2.3161758,2.21551749,17.722,10.2465,4.8043,13.51308,10.77395,13.9534,44.6869,15.10867,16.3974,64.91133,52.35077,21.66822,4.91942,1.00492,15.05583,5.2123
0.394,,6.579,1.234,0.372,0.96,1.762,5.623,4.43,25.0759,4.3399,3.904,0.0732,15.068,0.0559,1.4965,13.99837706,4.60896182,2.44083523,2.27602,28.22,10.3638,5.0383,13.8862,14.3618,13.9904,45.609,17.9498,15.6836,64.30263,43.719,49.47337,5.74307,0.917913,9.31805,5.63812
