ENTRY,AGL thermal conductivity,unit cell stoichiometry,unit cell IUPAC valence,relaxed bravais lattice,space group,Pearson symbol
Hf2Mo4 [ff863ef32f591bb8],7.90893,"0.333333333, 0.666666667",32,FCC,227 - Fd3m,cF24
Hf2Ni4 [9c175fd59b90d321],6.04007,"0.333333333, 0.666666667",24,FCC,227 - Fd3m,cF24
Hf2Pd1 [7dc34f909dee2c1f],8.0095,"0.666666667, 0.333333333",12,BCT,139 - I4/mmm,tI6
Hf2Pt2 [68e4d049244c0bd4],5.40683,"0.5, 0.5",20,ORCC,63 - Cmcm,oS8
Hf2W4 [15fd035ef87df0cb],12.0812,"0.333333333, 0.666666667",32,FCC,227 - Fd3m,cF24
Hf2Zn1 [8edb02477ff643e9],13.5649,"0.666666667, 0.333333333",10,BCT,139 - I4/mmm,tI6
Hf4Pd12 [a1cf5e4364eeb040],2.89994,"0.25, 0.75",64,HEX,194 - P63/mmc,hP16
Hf4Pt12[05d3592526d7ddc7],3.58083,"0.25, 0.75",88,HEX,194 - P63/mmc,hP16
Hf4Re8 [ad41a3c8cb8e3655],3.24299,"0.333333333, 0.666666667",72,HEX,194 - P63/mmc,hP12
Hf4Tc8 [97a4fa41470d92e6],1.31063,"0.333333333, 0.666666667",72,HEX,194 - P63/mmc,hP12
Hf6In8 [ce38ff6bfa92b678],2.02166,"0.428571429, 0.571428571",48,TET,127 - P4/mbm,tP14
Hf6Rh10[4061333bd6488edb],2.9963,"0.375, 0.625",84,ORC,55 - Pbam,oP16
Hf6Sb6 [a8e3352f2d4aba9f],4.34719,"0.5, 0.5",54,ORCC,63 - Cmcm,oS24
Hg10Pd4[4bda491855920812],0.0851389,"0.714285714, 0.285714286",56,TET,127 - P4/mbm,tP14
Hg1Ho1 [28db322a7eae319f],2.46276,"0.5, 0.5",7,CUB,221 - Pm3m,cP2
Hg1La1 [6f8e31f2f3b8f9a6],2.09781,"0.5, 0.5",7,CUB,221 - Pm3m,cP2
Hg1Li1 [07f268d309e600b2],1.19085,"0.5, 0.5",5,CUB,221 - Pm3m,cP2
Hg1Mg1[79a3ecfabd3d15de],2.26162,"0.5, 0.5",6,CUB,221 - Pm3m,cP2
Hg1Mn1[6c932b2edf8a85f2],1.19396,"0.5, 0.5",11,CUB,221 - Pm3m,cP2
Hg1Ni1[596b0d9e285bb414],1.28034,"0.5, 0.5",8,TET,123 - P4/mmm,tP2
Hg1Pd1 [80c1aa22035c5210],1.83017,"0.5, 0.5",8,TET,123 - P4/mmm,tP2
Hg1Pt1 [e29f95d246294183],2.23816,"0.5, 0.5",10,TET,123 - P4/mmm,tP2
Hg1Pt3 [7dcd5c1f1a8467d2],0.26108,"0.25, 0.75",22,CUB,221 - Pm3m,cP4
Hg1Sc1 [f4d96a33ab291275],4.15842,"0.5, 0.5",7,CUB,221 - Pm3m,cP2
Hg1Sr1 [147609474cf3a8d3],1.92926,"0.5, 0.5",6,CUB,221 - Pm3m,cP2
Hg1Tb1[c79bb5670ea37684],2.15168,"0.5, 0.5",8,CUB,221 - Pm3m,cP2
Hg1Ti1 [f8052337f5c88b0c],4.04016,"0.5, 0.5",8,TET,123 - P4/mmm,tP2
Hg1Y1 [1f7c5feab515be03],3.12497,"0.5, 0.5",7,CUB,221 - Pm3m,cP2
Hg1Yb1 [a19b6a6ffb2f4f70],1.65136,"0.5, 0.5",7,CUB,221 - Pm3m,cP2
Hg2Ho1 [8e405789ecfe31f7],1.92911,"0.666666667, 0.333333333",11,HEX,191 - P6/mmm,hP3
Hg2La1 [294cdeea29cff869],1.39155,"0.666666667, 0.333333333",11,HEX,191 - P6/mmm,hP3
Hg2Mg1 [765c3aff754dfd99],0.314324,"0.666666667, 0.333333333",10,BCT,139 - I4/mmm,tI6
Hg2Pt1 [5bd96a88945997f6],0.900617,"0.666666667, 0.333333333",14,TET,123 - P4/mmm,tP3
Hg2Rh1[734548737c6aa01c],2.48734,"0.666666667, 0.333333333",14,TET,123 - P4/mmm,tP3
Hg2Ti6 [f1b277d31df15ce0],9.62683,"0.25, 0.75",32,CUB,223 - Pm3n,cP8
Hg2Y1 [72a284b911cfd4a1],2.15556,"0.666666667, 0.333333333",11,HEX,191 - P6/mmm,hP3
Hg2Zr6 [afe8109d60c03bd9],5.04883,"0.25, 0.75",32,CUB,223 - Pm3n,cP8
Hg33K3 [ac7610d35123f5c5],0.0118133,"0.916666667, 0.0833333333",135,CUB,221 - Pm3m,cP36
Hg33Rb3[3a84e674e05ac4e6],0.0115074,"0.916666667, 0.0833333333",135,CUB,221 - Pm3m,cP36
Hg3Zr1 [a68e4529694aa07f],0.569409,"0.75, 0.25",16,CUB,221 - Pm3m,cP4
Hg4K2 [50b2883feb14cd6e],0.0863275,"0.666666667, 0.333333333",18,ORCI,74 - Imma,oI12
Hg4Mg8[32c4782e84353cbc],0.469656,"0.333333333, 0.666666667",32,ORC,62 - Pnma,oP12
Hg4Pt1 [1d2f797ec7f13895],0.840041,"0.8, 0.2",22,BCC,229 - Im3m,cI10
Hg4Sr12[b194a22dbd1e7b74],0.26684,"0.25, 0.75",40,ORC,62 - Pnma,oP16
Hg4Sr6 [b6cf0b50f4b3e8e7],0.466483,"0.4, 0.6",28,TET,127 - P4/mbm,tP10
Hg4Th2[b82191500a441246],1.61542,"0.666666667, 0.333333333",24,HEX,194 - P63/mmc,hP6
Hg6Mg10[c70e54cbc7c388ab],0.804725,"0.375, 0.625",44,HEX,193 - P63/mcm,hP16
Hg6Y2 [df470b37da361912],0.469715,"0.75, 0.25",30,HEX,194 - P63/mmc,hP8
Hg6Y2 [9d32b4eb523876c1],0.466969,"0.75, 0.25",30,HEX,194 - P63/mmc,hP8
Hg6Yb2[8327a8c545989eb1],0.180828,"0.75, 0.25",30,HEX,194 - P63/mmc,hP8
Ho10Sb6 [8f9439cac1e1bff6],1.81032,"0.625, 0.375",60,HEX,193 - P63/mcm,hP16
Ho12Ru4[01692a28f1f2dd06],2.00312,"0.75, 0.25",68,ORC,62 - Pnma,oP16
Ho1In1 [751844fa8b8c5354],3.56085,"0.5, 0.5",6,CUB,221 - Pm3m,cP2
Ho1In3 [a69b8bddddf76762],2.63072,"0.25, 0.75",12,CUB,221 - Pm3m,cP4
Ho1Ir1 [3ca3b19dbc5f1d8c],7.85403,"0.5, 0.5",11,CUB,221 - Pm3m,cP2
Ho1Mg1[726d2384643098a1],6.36478,"0.5, 0.5",5,CUB,221 - Pm3m,cP2
Ho1Pd1[50b7305e895d7477],4.11184,"0.5, 0.5",7,CUB,221 - Pm3m,cP2
Ho1Pd3 [87aae3236e2dc972],4.79181,"0.25, 0.75",15,CUB,221 - Pm3m,cP4
Ho1Pt3 [28fdd7e7a29c0a7d],4.39442,"0.25, 0.75",21,CUB,221 - Pm3m,cP4
Ho1Rh1 [f0b6c125df886051],7.32271,"0.5, 0.5",9,CUB,221 - Pm3m,cP2
Ho1Sb1 [b841f96236469afc],9.6614,"0.5, 0.5",8,FCC,225 - Fm3m,cF8
Ho1Sn3 [da9e4e5b7d760fce],0.698719,"0.25, 0.75",15,CUB,221 - Pm3m,cP4
Ho1Tl1 [cdda0a8539ee985a],1.77377,"0.5, 0.5",6,CUB,221 - Pm3m,cP2
Ho1Tl3 [750354dbab6bfb90],0.456274,"0.25, 0.75",12,CUB,221 - Pm3m,cP4
Ho1Zn1[66e5a7a576a44317],6.39909,"0.5, 0.5",5,CUB,221 - Pm3m,cP2
Ho2Ir4 [bce71f93eb45bad8],7.17503,"0.333333333, 0.666666667",38,FCC,227 - Fd3m,cF24
Ho2Pt4 [198fca70b13f0e32],4.39595,"0.333333333, 0.666666667",30,FCC,227 - Fd3m,cF24
Ho2Rh4 [b87764a0ac69ebea],5.08702,"0.333333333, 0.666666667",30,FCC,227 - Fd3m,cF24
Ho2Sn4 [af940f6186070991],3.13065,"0.333333333, 0.666666667",22,ORCC,63 - Cmcm,oS12
Ho2Zn4 [6a58e2bcb55af7cc],3.15952,"0.333333333, 0.666666667",14,ORCI,74 - Imma,oI12
Ho3Sn7[c2e0335b289201d4],1.78674,"0.3, 0.7",37,ORCC,65 - Cmmm,oS20
Ho4In2 [8021df4b197cfd05],2.70017,"0.666666667, 0.333333333",18,HEX,194 - P63/mmc,hP6
Ho4Mg8[8400a768e7283e62],1.40506,"0.333333333, 0.666666667",28,HEX,194 - P63/mmc,hP12
Ho4Mg8[55b23f1a73a19a46],1.37806,"0.333333333, 0.666666667",28,HEX,194 - P63/mmc,hP12
Ho4Os8 [9bb0e05f1da032f6],1.76642,"0.333333333, 0.666666667",76,HEX,194 - P63/mmc,hP12
Ho4Os8 [c2968980189cbf94],1.68806,"0.333333333, 0.666666667",76,HEX,194 - P63/mmc,hP12
Ho4Re8 [5f69850e999c6954],2.3117,"0.333333333, 0.666666667",68,HEX,194 - P63/mmc,hP12
Ho6Tl10 [095a60fa8ca0cf2e],0.439519,"0.375, 0.625",48,ORCC,63 - Cmcm,oS32
Ho8Sb6 [99635f09727a0cd0],1.81406,"0.571428571, 0.428571429",54,BCC,220 - I43d,cI28
In12Ru4 [5c5f591d03ca3b9a],1.97655,"0.75, 0.25",68,TET,136 - P42/mnm,tP16
In14Pt6 [8a1da7176ed9dde9],0.873517,"0.7, 0.3",78,BCC,229 - Im3m,cI40
In1La1 [73bb14353152382d],3.68961,"0.5, 0.5",6,CUB,221 - Pm3m,cP2
In1La3 [5d6ade89e4018661],1.37201,"0.25, 0.75",12,CUB,221 - Pm3m,cP4
In1Mg3 [125f9d220099a79b],2.0439,"0.25, 0.75",9,CUB,221 - Pm3m,cP4
In1Ni1 [1461b11ac6a4ad9d],5.21338,"0.5, 0.5",7,CUB,221 - Pm3m,cP2
In1Pd1 [b90c0ec8e98d546f],1.82806,"0.5, 0.5",7,CUB,221 - Pm3m,cP2
In1Pd3 [121e31d00889e2d8],2.57066,"0.25, 0.75",15,BCT,139 - I4/mmm,tI8
In1Pt3 [d9f193b3d3226bcf],2.52295,"0.25, 0.75",21,CUB,221 - Pm3m,cP4
In1Sc3 [f4a8bad5b6f5e014],7.6383,"0.25, 0.75",12,CUB,221 - Pm3m,cP4
In1Sr3 [15e6b0acf41dec4d],0.992884,"0.25, 0.75",9,FCC,225 - Fm3m,cF16
In1Y1 [2fc467cf3aaec8cb],4.24142,"0.5, 0.5",6,CUB,221 - Pm3m,cP2
In1Yb1 [9b97c23e6352e08b],1.54544,"0.5, 0.5",6,CUB,221 - Pm3m,cP2
In1Zr3 [7d01de55b4372b7a],10.3661,"0.25, 0.75",15,CUB,221 - Pm3m,cP4
In2Pd6 [8d4a31e7169e2811],1.89354,"0.25, 0.75",30,BCT,139 - I4/mmm,tI16
In2Pt1 [56df4b5282549a79],1.35257,"0.666666667, 0.333333333",12,FCC,225 - Fm3m,cF12
In2Sb2 [6ab65eb7de771387],1.94572,"0.5, 0.5",16,HEX,186 - P63mc,hP4
In2Sc4 [59fa6a642e246bf5],5.44216,"0.333333333, 0.666666667",18,HEX,194 - P63/mmc,hP6
In2Sc6 [29ddd9104937669c],5.43563,"0.25, 0.75",24,HEX,194 - P63/mmc,hP8
In2Sc6 [ff89c232ae9a271f],5.45353,"0.25, 0.75",24,HEX,194 - P63/mmc,hP8
In2Tb4 [303c76af5316363f],2.88195,"0.333333333, 0.666666667",22,HEX,194 - P63/mmc,hP6
In2Th4 [2a773ee6b7fdf1e1],2.32997,"0.333333333, 0.666666667",22,BCT,140 - I4/mcm,tI12
In2Y4 [3b6ec2992da4f35e],3.51818,"0.333333333, 0.666666667",18,HEX,194 - P63/mmc,hP6
In3La1 [dc7926de3a9c5fc7],2.87981,"0.75, 0.25",12,CUB,221 - Pm3m,cP4
In3Lu1 [64f1672c65bc1cb5],2.04952,"0.75, 0.25",12,CUB,221 - Pm3m,cP4
In3Ni2 [6e69637536c49b52],3.2379,"0.6, 0.4",17,HEX,164 - P3m1,hP5
In3Pd2 [d6c99e9be3bdcc51],1.52235,"0.6, 0.4",17,HEX,164 - P3m1,hP5
In3Pr1 [7d7fbf11b3f748c5],3.85668,"0.75, 0.25",13,CUB,221 - Pm3m,cP4
In3Sc1 [83c2263d4f6af40b],1.57452,"0.75, 0.25",12,CUB,221 - Pm3m,cP4
In3Tb1 [207d513946780fc2],2.81461,"0.75, 0.25",13,CUB,221 - Pm3m,cP4
In3Th1 [aae7f6bc01d6c603],1.99566,"0.75, 0.25",13,CUB,221 - Pm3m,cP4
In3U1 [89046aa43a11c6ce],2.01203,"0.75, 0.25",15,CUB,221 - Pm3m,cP4
In3Y1 [bdf0281f8f192f1f],2.71196,"0.75, 0.25",12,CUB,221 - Pm3m,cP4
In3Yb1 [3e99a8522e295b39],2.20385,"0.75, 0.25",12,CUB,221 - Pm3m,cP4
In3Zr1 [0637de345cdce557],5.45224,"0.75, 0.25",13,BCT,139 - I4/mmm,tI8
In4K1 [c3a69d5aafb4ec3a],0.755701,"0.8, 0.2",13,BCT,139 - I4/mmm,tI10
In4Pd8 [6531b52d0780226d],0.839424,"0.333333333, 0.666666667",44,ORC,62 - Pnma,oP12
In8Pt12 [97cc277ef2ea6047],1.49349,"0.4, 0.6",96,HEX,194 - P63/mmc,hP20
Ir1Li1 [e0125a96febb0b43],6.5718,"0.5, 0.5",9,HEX,187 - P6m2,hP2
Ir1Nb1 [d11e5747fb179dd4],20.5383,"0.5, 0.5",13,TET,123 - P4/mmm,tP2
Ir1Sc1 [1ac49c8e5e124ef8],16.4668,"0.5, 0.5",11,CUB,221 - Pm3m,cP2
Ir1Sn2 [0f7397e9ad37bd23],2.17116,"0.333333333, 0.666666667",16,FCC,225 - Fm3m,cF12
Ir1Ti1 [2de2986ed2aaa8f8],18.5368,"0.5, 0.5",12,TET,123 - P4/mmm,tP2
Ir1V1 [1638a35ca98e8127],17.3302,"0.5, 0.5",13,TET,123 - P4/mmm,tP2
Ir1Y1 [f69f9fe91f97079b],8.77357,"0.5, 0.5",11,CUB,221 - Pm3m,cP2
Ir1Yb1 [643740d81b353d90],3.86662,"0.5, 0.5",11,CUB,221 - Pm3m,cP2
Ir2Mo2 [cc717d6de1690f4a],20.8517,"0.5, 0.5",28,ORC,51 - Pmma,oP4
Ir2Mo6 [92cda4cf2dceeb8e],9.14857,"0.25, 0.75",52,CUB,223 - Pm3n,cP8
Ir2Nb6 [dbaf10591325ea9f],11.6356,"0.25, 0.75",46,CUB,223 - Pm3n,cP8
Ir2Pb2 [1f05b660e8225182],3.13362,"0.5, 0.5",24,HEX,194 - P63/mmc,hP4
Ir2Sb2 [89e75f3b3cb47775],4.94213,"0.5, 0.5",26,HEX,194 - P63/mmc,hP4
Ir2Sn2 [f33b96ab0edd579c],4.63131,"0.5, 0.5",24,HEX,194 - P63/mmc,hP4
Ir2Sn8 [1fd52cbd338e5a0f],1.871,"0.2, 0.8",48,ORCC,68 - Ccce,oS20
Ir2Th2 [49361ec54f4ee82a],2.45036,"0.5, 0.5",24,ORCC,63 - Cmcm,oS8
Ir2Ti6 [581f1f92cbb35bc2],1.85335,"0.25, 0.75",40,CUB,223 - Pm3n,cP8
Ir2V6 [6ed7d44f936c0d3e],12.9405,"0.25, 0.75",46,CUB,223 - Pm3n,cP8
Ir2W2 [329463b4cf618022],21.6256,"0.5, 0.5",28,ORC,51 - Pmma,oP4
Ir3Nb1 [5f949664e8b3c289],27.8626,"0.75, 0.25",29,CUB,221 - Pm3m,cP4
Ir3Pa1 [6a5764c23dd260e3],13.7575,"0.75, 0.25",29,CUB,221 - Pm3m,cP4
Ir3Sc1 [c05f2543a2e6b0f9],13.4782,"0.75, 0.25",27,CUB,221 - Pm3m,cP4
Ir3Ta1 [0b20629a915a4c54],26.255,"0.75, 0.25",29,CUB,221 - Pm3m,cP4
Ir3Ti1 [6138a1f196c1c245],20.7615,"0.75, 0.25",28,CUB,221 - Pm3m,cP4
Ir3U1 [9af60c5a7274d323],12.1322,"0.75, 0.25",30,CUB,221 - Pm3m,cP4
Ir3V1 [0f10c1ca4753d48d],27.5918,"0.75, 0.25",29,CUB,221 - Pm3m,cP4
Ir3Zr1 [3449b10658b69dd3],19.5578,"0.75, 0.25",28,CUB,221 - Pm3m,cP4
Ir4La10 [310724741803fafa],0.719955,"0.285714286, 0.714285714",62,MCLC,15 - C2/c,mS28
Ir4La2 [517c03348d313af3],5.40847,"0.666666667, 0.333333333",38,FCC,227 - Fd3m,cF24
Ir4Lu2 [281b1a764ef9cfd4],6.91617,"0.666666667, 0.333333333",38,FCC,227 - Fd3m,cF24
Ir4Pr2 [437770d0ef86e5e4],3.68633,"0.666666667, 0.333333333",40,FCC,227 - Fd3m,cF24
Ir4Sb12 [5ed4564baa2b3989],2.72038,"0.25, 0.75",92,BCC,204 - Im3,cI32
Ir4Sb12 [2d6431fca86bbb03],2.73054,"0.25, 0.75",92,BCC,204 - Im3,cI32
Ir4Sb12 [99e7dccaf98a0ca3],2.73017,"0.25, 0.75",92,BCC,204 - Im3,cI32
Ir4Sb12 [106beeff0ded7348],2.72767,"0.25, 0.75",92,BCC,204 - Im3,cI32
Ir4Sc2 [27b333348929ec9d],9.29715,"0.666666667, 0.333333333",38,FCC,227 - Fd3m,cF24
Ir4Sr2 [6fcaff2258ca1a83],3.76044,"0.666666667, 0.333333333",36,FCC,227 - Fd3m,cF24
Ir4Tb2 [b3cf3257eec95fbd],7.07258,"0.666666667, 0.333333333",40,FCC,227 - Fd3m,cF24
Ir4Th2 [21b1a78a86ff153f],6.02648,"0.666666667, 0.333333333",40,FCC,227 - Fd3m,cF24
Ir4U2 [f958850a678420df],7.24474,"0.666666667, 0.333333333",44,FCC,227 - Fd3m,cF24
Ir4V4 [5fcf29891c1ff440],10.7419,"0.5, 0.5",52,ORCC,65 - Cmmm,oS16
Ir4Y2 [34cde03301c7c942],7.86005,"0.666666667, 0.333333333",38,FCC,227 - Fd3m,cF24
Ir4Zr12 [03d59a9ad8934f55],1.15839,"0.25, 0.75",80,BCT,121 - I42m,tI32
Ir4Zr2 [aef1246e5a5979ad],12.4868,"0.666666667, 0.333333333",40,FCC,227 - Fd3m,cF24
Ir5La1 [380f60d7d8ee8905],6.34466,"0.833333333, 0.166666667",43,HEX,191 - P6/mmm,hP6
Ir5Sn7 [d61106f1b7aa59d4],1.91967,"0.416666667, 0.583333333",68,BCT,107 - I4mm,tI24
Ir5Th1 [7105e05bda001793],7.77149,"0.833333333, 0.166666667",44,HEX,191 - P6/mmm,hP6
Ir6Mg18[7421e58db901c7e7],1.52744,"0.25, 0.75",84,HEX,185 - P63cm,hP24
Ir6Mo2 [9d806861e5bdcfc8],13.7374,"0.75, 0.25",60,HEX,194 - P63/mmc,hP8
Ir6Nb6 [44bb4888c765fb7f],6.12993,"0.5, 0.5",78,ORC,51 - Pmma,oP12
Ir6Sn14 [4ceca54b4cd72f88],1.33327,"0.3, 0.7",104,BCC,229 - Im3m,cI40
Ir6Th14 [69f1d3a5859197df],1.34903,"0.3, 0.7",104,HEX,186 - P63mc,hP20
Ir6W2 [e5eb9cc26d8c8d17],13.739,"0.75, 0.25",60,HEX,194 - P63/mmc,hP8
Ir6W2 [443c51ce9eb735e2],13.7485,"0.75, 0.25",60,HEX,194 - P63/mmc,hP8
Ir6Zr10 [c3388a7e220407ff],2.18011,"0.375, 0.625",88,HEX,193 - P63/mcm,hP16
Ir8Mg4 [8ec01d6b4aa6ea85],2.29146,"0.666666667, 0.333333333",72,HEX,194 - P63/mmc,hP12
Ir8Sc16 [db1d3b4d67ef508f],1.33917,"0.333333333, 0.666666667",112,FCC,227 - Fd3m,cF96
Ir8Sc22 [0fba4848056e4440],1.64537,"0.266666667, 0.733333333",130,FCC,225 - Fm3m,cF120
Ir8Zr16 [0164efa5098257b9],1.26424,"0.333333333, 0.666666667",128,FCC,227 - Fd3m,cF96
K2Zn26 [a207d6a841bc8b3b],1.24708,"0.0714285714, 0.928571429",54,FCC,226 - Fm3c,cF112
K3Sb1 [75e5a9c0265c43da],0.638065,"0.75, 0.25",8,FCC,225 - Fm3m,cF16
K5Pb24 [58f4471901eff079],0.135596,"0.172413793, 0.827586207",101,BCC,217 - I43m,cI58
K5Sb4 [129f24d8bdf2c435],0.771061,"0.555555556, 0.444444444",25,MCLC,12 - C2/m,mS18
K8Sn46 [6b4795df74caacfc],0.146734,"0.148148148, 0.851851852",192,CUB,223 - Pm3n,cP54
La14Pt6 [6a57f72befbec1ab],0.780245,"0.7, 0.3",78,HEX,186 - P63mc,hP20
La1Mg1 [e721c69e30fe7c1d],8.27996,"0.5, 0.5",5,CUB,221 - Pm3m,cP2
La1Pb3 [ab4dcaad9226a98c],1.26841,"0.25, 0.75",15,CUB,221 - Pm3m,cP4
La1Pd3 [7c2eaa87a55401e3],3.48336,"0.25, 0.75",15,CUB,221 - Pm3m,cP4
La1Pd5 [c4a92728a41cbf95],2.55608,"0.166666667, 0.833333333",23,HEX,191 - P6/mmm,hP6
La1Pt3 [b277444b998928c7],2.5548,"0.25, 0.75",21,CUB,221 - Pm3m,cP4
La1Pt5 [07ca124e3b54ff2e],3.7594,"0.166666667, 0.833333333",33,HEX,191 - P6/mmm,hP6
La1Sb1 [a22a842e9d3d6dd2],7.95238,"0.5, 0.5",8,FCC,225 - Fm3m,cF8
La1Sn3 [758a0eb25149c67d],1.57155,"0.25, 0.75",15,CUB,221 - Pm3m,cP4
La1Tl1 [0d91f21f39bd0cb6],1.83084,"0.5, 0.5",6,CUB,221 - Pm3m,cP2
La1Tl3 [27cd67b2290ba1b4],1.21099,"0.25, 0.75",12,CUB,221 - Pm3m,cP4
La1Zn1 [e2c52facf9221eb5],5.71992,"0.5, 0.5",5,CUB,221 - Pm3m,cP2
La1Zn5 [2df9fb8c2a56d002],2.54684,"0.166666667, 0.833333333",13,HEX,191 - P6/mmm,hP6
La2Mg4[6ed0a2b15ea01c42],3.31025,"0.333333333, 0.666666667",14,FCC,227 - Fd3m,cF24
La2Ni2 [5ff815c1453a1300],2.36088,"0.5, 0.5",14,ORCC,63 - Cmcm,oS8
La2Pd2 [2850875b691f6031],2.22592,"0.5, 0.5",14,ORCC,63 - Cmcm,oS8
La2Pt2 [bb7732d67f3541c9],2.43181,"0.5, 0.5",18,ORCC,63 - Cmcm,oS8
La2Pt4 [b243bab6096be0b8],3.02004,"0.333333333, 0.666666667",30,FCC,227 - Fd3m,cF24
La2Rh2 [71fcd97e179b123b],2.59552,"0.5, 0.5",18,ORCC,63 - Cmcm,oS8
La2Rh4 [0eaa14ed14809d87],3.44777,"0.333333333, 0.666666667",30,FCC,227 - Fd3m,cF24
La2Sn2 [ac65276c83075063],3.94736,"0.5, 0.5",14,ORCC,63 - Cmcm,oS8
La2Sn4 [233385960b683fdc],2.25092,"0.333333333, 0.666666667",22,ORCC,65 - Cmmm,oS12
La3Sn1 [146f4c04216598e5],2.63259,"0.75, 0.25",13,CUB,221 - Pm3m,cP4
La3Sn7 [011b17af29b373b6],1.48385,"0.3, 0.7",37,ORCC,65 - Cmmm,oS20
La3Tl1 [77a7720c79a26934],0.817017,"0.75, 0.25",12,CUB,221 - Pm3m,cP4
La4Sb2 [042ae8e78da434b2],3.53311,"0.666666667, 0.333333333",22,BCT,139 - I4/mmm,tI12
La4Sb8 [c93ff003ef94f343],1.62288,"0.333333333, 0.666666667",52,ORCC,64 - Cmce,oS24
La6Sn8 [c99cd266a54d7d4e],1.88497,"0.428571429, 0.571428571",50,ORCC,63 - Cmcm,oS28
La6Tl10 [6a5b21f97c089bf2],0.608399,"0.375, 0.625",48,ORCC,63 - Cmcm,oS32
La8Pb6 [f4b3e745b4fbf74b],1.46941,"0.571428571, 0.428571429",48,BCC,220 - I43d,cI28
La8Rh6 [c605f44aa32358d9],1.22864,"0.571428571, 0.428571429",60,BCC,220 - I43d,cI28
La8Sb6 [9926bdf818fa35c1],1.82853,"0.571428571, 0.428571429",54,BCC,220 - I43d,cI28
Li1Pb1 [a7b9a122dec417bf],0.897914,"0.5, 0.5",5,CUB,221 - Pm3m,cP2
Li1Pd1 [cbe4dab174b3e070],3.2406,"0.5, 0.5",5,CUB,221 - Pm3m,cP2
Li1Pd1 [e123a44c21938b32],3.39727,"0.5, 0.5",5,HEX,187 - P6m2,hP2
Li1Pt1 [bb2e3ff52beb121c],5.66839,"0.5, 0.5",7,HEX,187 - P6m2,hP2
Li1Pt7 [ced3dcb9433e147f],2.32382,"0.125, 0.875",43,FCC,225 - Fm3m,cF32
Li1Tl1 [10844f99e3db9455],1.49571,"0.5, 0.5",4,CUB,221 - Pm3m,cP2
Li23Sr6 [9e7d5ff7423c0535],0.511345,"0.793103448, 0.206896552",35,FCC,225 - Fm3m,cF116
Li2Pd1 [39fbb25ad81ea9a5],2.17507,"0.666666667, 0.333333333",6,HEX,191 - P6/mmm,hP3
Li2Pt1 [60bb980c6872ba9f],3.197,"0.666666667, 0.333333333",8,HEX,191 - P6/mmm,hP3
Li2Pt4 [b2b15da5dd17ccc9],4.24371,"0.333333333, 0.666666667",26,FCC,227 - Fd3m,cF24
Li3Pb1 [493c1071c3127969],2.29804,"0.75, 0.25",7,FCC,225 - Fm3m,cF16
Li3Sb1 [03df7938ea1e3872],4.49347,"0.75, 0.25",8,FCC,225 - Fm3m,cF16
Li40Pb12[082258cc457161b7],0.411493,"0.769230769, 0.230769231",88,CUB,215 - P43m,cP52
Lu1Pb2 [b17fb10793f51754],0.957325,"0.333333333, 0.666666667",11,BCT,139 - I4/mmm,tI6
Lu1Pt3 [9a295f92980b2118],4.2309,"0.25, 0.75",21,CUB,221 - Pm3m,cP4
Mg12Ru8[3364b92440445084],2.75366,"0.6, 0.4",88,CUB,213 - P4132,cP20
Mg1Pd1[b61cad0dd014c510],4.12035,"0.5, 0.5",6,CUB,221 - Pm3m,cP2
Mg1Pd3 [fe95068becaf5d8e],1.9332,"0.25, 0.75",14,CUB,221 - Pm3m,cP4
Mg1Rh1[c87705861b1e6915],11.3333,"0.5, 0.5",8,CUB,221 - Pm3m,cP2
Mg1Sc1 [e38b9dc992fb368a],12.8444,"0.5, 0.5",5,CUB,221 - Pm3m,cP2
Mg1Sr1 [6f4dc5d5578106a5],4.22988,"0.5, 0.5",4,CUB,221 - Pm3m,cP2
Mg1Tb1[0ce177aa4bc71358],6.64981,"0.5, 0.5",6,CUB,221 - Pm3m,cP2
Mg1Tb2 [b423dadc0febee94],4.649,"0.333333333, 0.666666667",10,BCT,139 - I4/mmm,tI6
Mg1Tl1 [f6fa0908a0c1314a],0.238181,"0.5, 0.5",5,CUB,221 - Pm3m,cP2
Mg1Y1 [582d36d531b92b8c],12.4829,"0.5, 0.5",5,CUB,221 - Pm3m,cP2
Mg24Sb16[e48de1a24c1a2400],0.657437,"0.6, 0.4",128,BCC,206 - Ia3,cI80
Mg2Pb1 [1099c86fed89ce26],2.85543,"0.666666667, 0.333333333",8,FCC,225 - Fm3m,cF12
Mg2Rh1[d225fa42d1b8aadd],10.5141,"0.666666667, 0.333333333",10,BCT,139 - I4/mmm,tI6
Mg3Tb1 [d89a17f151da8d1f],5.29599,"0.75, 0.25",10,FCC,225 - Fm3m,cF16
Mg4Pt2[1654cd59306b54eb],4.49778,"0.666666667, 0.333333333",20,BCT,140 - I4/mcm,tI12
Mg4Th2[51003152679aef14],3.58842,"0.666666667, 0.333333333",16,FCC,227 - Fd3m,cF24
Mg6Zn33[5f635a213ee443ca],0.541201,"0.153846154, 0.846153846",78,CUB,200 - Pm3,cP39
Mg8Sr4 [cc3163414e93c3fa],1.82683,"0.666666667, 0.333333333",24,HEX,194 - P63/mmc,hP12
Mg8Tb4 [846fd722f92af401],1.57861,"0.666666667, 0.333333333",32,HEX,194 - P63/mmc,hP12
Mn1Ni3[558e42bda840327b],4.091,"0.25, 0.75",19,CUB,221 - Pm3m,cP4
